timestamp_ms,ax,ay,az,gx,gy,gz,ir,red,emg_filtered,emg_envelope
541517,10.2360,0.5220,0.1950,-0.9300,0.3140,-0.2600,40131,42012,4,16
541537,10.2160,0.5570,0.3110,-0.9570,0.3180,-0.3020,40099,42017,1,1
541557,10.3230,0.6180,0.2560,-0.9650,0.3220,-0.3320,40072,42040,4,16
541577,10.6540,0.4740,0.3500,-1.0100,0.3180,-0.3840,40061,42107,4,16
541599,10.6520,0.5890,0.3890,-1.0220,0.3090,-0.4100,40016,42087,3,9
541619,10.7570,0.5880,0.4670,-1.0400,0.2750,-0.4260,39982,42094,4,16
541639,10.7080,0.5700,0.6490,-1.0310,0.2530,-0.4310,39968,42119,3,9
541659,10.5580,0.6690,0.7150,-1.0130,0.2330,-0.4360,39950,42107,5,25
541679,10.3390,0.7240,0.8830,-1.0510,0.2150,-0.4350,39960,42148,3,9
541699,10.0500,0.7580,0.8060,-1.1170,0.2130,-0.4220,40028,42216,2,4
541719,9.7500,0.6740,0.7600,-1.1770,0.2050,-0.4220,40129,42314,4,16
541739,9.6630,0.6720,0.8930,-1.2030,0.2140,-0.4090,40253,42440,2,4
541759,9.7250,0.6790,1.0450,-1.1450,0.1760,-0.4270,40430,42601,3,9
541780,9.8500,0.6030,1.4440,-1.1120,0.1590,-0.4290,40526,42661,5,25
541800,9.7480,0.6660,1.5480,-1.0860,0.1300,-0.4330,40585,42691,3,9
541820,9.7220,0.6320,1.5370,-1.0590,0.0970,-0.4310,40671,42733,5,25
541840,9.7460,0.7150,1.6860,-1.0470,0.0850,-0.3980,40729,42732,2,4
541860,9.7860,0.7040,1.7870,-1.0490,0.0760,-0.3570,40795,42794,4,16
541880,9.8140,0.6280,1.9930,-1.0680,0.0850,-0.3560,40886,42860,3,9
541900,9.7440,0.6670,2.0470,-1.0770,0.0950,-0.3610,40951,42892,3,9
541920,9.7080,0.8670,2.3210,-1.0310,0.1000,-0.3410,41005,42950,4,16
541940,9.9500,0.8680,2.4300,-0.9820,0.1020,-0.3000,41027,42936,4,16
541960,10.1380,0.6300,2.9150,-0.9380,0.1020,-0.2760,41041,43036,3,9
541981,10.2030,0.5890,2.9170,-0.8840,0.0950,-0.2700,41067,43052,4,16
542001,10.2160,0.6170,3.0110,-0.8010,0.0850,-0.2900,41036,43029,3,9
542021,10.1130,0.5990,3.0380,-0.7370,0.0970,-0.3280,41009,43047,4,16
542041,9.7480,0.6810,2.9740,-0.7370,0.1090,-0.3470,41011,43085,3,9
542061,9.4300,0.7340,3.1600,-0.7100,0.1300,-0.3240,41027,43081,3,9
542081,9.3310,0.7290,2.9050,-0.6530,0.1340,-0.3000,41043,43085,3,9
542101,9.3660,0.4790,2.6860,-0.6560,0.1360,-0.2890,41083,43104,4,16
542121,9.3550,0.3360,2.8480,-0.6860,0.1530,-0.2880,41098,43023,5,25
542141,9.2220,0.3940,2.9540,-0.5850,0.1790,-0.3750,41069,42961,3,9
542163,9.3120,0.4310,2.8800,-0.5400,0.1820,-0.4120,41070,42947,3,9
542183,9.3600,0.4470,2.8190,-0.5040,0.1790,-0.4400,41050,42932,3,9
542203,9.4310,0.3530,3.0370,-0.4760,0.1770,-0.4580,41027,42912,3,9
542223,9.4380,0.4870,3.2900,-0.4400,0.1640,-0.4840,41015,42890,3,9
542243,9.5060,0.5220,3.1520,-0.3700,0.1450,-0.5070,41000,42868,3,9
542263,9.5580,0.5370,3.2310,-0.3260,0.1260,-0.5190,40998,42858,3,9
542283,9.4970,0.5340,3.2010,-0.3210,0.1240,-0.5190,41007,42840,3,9
542303,9.3970,0.7210,3.0850,-0.3260,0.1240,-0.5030,41004,42814,5,25
542323,9.4800,0.8300,2.9350,-0.3700,0.1250,-0.4260,41048,42854,3,9
542344,9.4120,0.8090,3.0600,-0.4130,0.1310,-0.3730,41076,42847,3,9
542364,9.3410,0.9770,2.9740,-0.4330,0.1200,-0.3110,41100,42817,5,25
542384,9.3410,0.9300,3.3040,-0.4170,0.1190,-0.2490,41128,42760,3,9
542404,9.3570,0.7110,3.2360,-0.3910,0.1080,-0.2160,41139,42693,4,16
542424,9.2120,0.8480,2.9860,-0.4090,0.0850,-0.2000,41177,42662,3,9
542444,9.1170,0.8610,2.8470,-0.4040,0.0860,-0.1550,41231,42632,6,36
542464,9.0580,0.8480,2.8730,-0.4240,0.0710,-0.1310,41239,42529,4,16
542484,9.0150,0.9030,2.9650,-0.4520,0.0580,-0.0840,41243,42500,3,9
542504,8.9530,0.9150,3.0780,-0.4460,0.0300,-0.0420,41287,42552,3,9
542524,8.9020,0.8690,3.0650,-0.4220,-0.0070,0.0030,41290,42519,4,16
542545,8.8910,0.8630,3.0850,-0.3860,-0.0360,0.0340,41295,42516,3,9
542565,9.0450,0.6390,3.0840,-0.3520,-0.0600,0.0460,41277,42502,4,16
542585,9.1100,0.8460,3.1870,-0.3370,-0.0860,0.0590,41266,42503,3,9
542605,9.1600,0.7840,3.1330,-0.2770,-0.1070,0.0830,41291,42554,3,9
542625,9.1610,0.8990,3.1560,-0.2430,-0.1160,0.1180,41291,42583,4,16
542645,9.1400,0.9250,3.2270,-0.2010,-0.1280,0.1770,41276,42600,4,16
542665,9.0570,0.9110,3.0650,-0.1890,-0.1440,0.2330,41265,42638,4,16
542685,9.3310,0.6760,3.1560,-0.1710,-0.1570,0.2820,41284,42700,5,25
542705,9.5940,0.4680,3.1690,-0.1690,-0.1860,0.3210,41301,42752,4,16
542726,9.6290,0.6360,3.3050,-0.1690,-0.2490,0.3250,41289,42826,4,16
542746,9.4360,1.2750,3.5420,-0.0870,-0.2680,0.3450,41288,42950,4,16
542766,9.2070,0.9480,3.3390,0.0610,-0.2370,0.4230,41279,43005,4,16
542786,9.1430,0.5370,2.8350,0.1200,-0.2570,0.4310,41297,43067,4,16
542806,9.0000,0.4630,3.0660,0.1120,-0.2880,0.4310,41338,43158,5,25
542826,8.8610,0.3510,3.0990,0.1150,-0.2780,0.4500,41379,43207,5,25
542846,8.8910,0.3620,2.7050,0.1430,-0.2770,0.4540,41406,43231,5,25
542866,8.8590,0.3870,2.2720,0.2080,-0.2700,0.4780,41424,43272,3,9
542886,9.2500,0.0690,2.4220,0.2170,-0.2460,0.5170,41426,43248,5,25
542906,9.4730,0.0680,2.8500,0.2840,-0.2520,0.5050,41322,43120,3,9
542927,9.5250,0.0600,2.7450,0.3740,-0.2850,0.4930,41252,43060,4,16
542947,9.7360,-0.0600,2.6050,0.4120,-0.3080,0.4760,41160,42991,5,25
542967,9.9490,-0.1280,2.4180,0.4050,-0.3300,0.4530,41048,42964,3,9
542987,9.9280,-0.1260,2.1970,0.3910,-0.3450,0.4170,40967,42972,3,9
543007,10.0260,-0.2940,2.0570,0.3470,-0.3420,0.4390,40894,42926,3,9
543027,10.0250,0.1100,2.2430,0.2960,-0.3530,0.4980,40803,42909,3,9
543047,9.9850,-0.0020,2.1870,0.2700,-0.3310,0.6010,40730,42961,3,9
543067,9.9870,-0.3450,1.8230,0.2120,-0.3010,0.6750,40716,43031,3,9
543087,9.8470,-0.5450,1.4090,0.1490,-0.2930,0.7170,40720,43075,3,9
543107,9.7600,-0.7100,1.5130,0.0690,-0.2780,0.7720,40697,43059,3,9
543128,9.7170,-0.8640,1.4220,0.0230,-0.2910,0.7510,40612,43061,3,9
543148,9.9250,-0.9800,1.4280,-0.0150,-0.3200,0.7500,40537,43181,5,25
543168,9.6740,-1.1760,0.9760,-0.0790,-0.3370,0.7570,40442,43247,3,9
543188,9.4330,-1.0390,0.5840,-0.1640,-0.3760,0.7530,40369,43409,3,9
543208,9.6760,-1.5060,0.7460,-0.2850,-0.3240,0.8030,40263,43462,5,25
543228,9.3510,-1.4350,0.4750,-0.3570,-0.3250,0.7610,40042,43430,3,9
