timestamp_ms,ax,ay,az,gx,gy,gz,ir,red,emg_filtered,emg_envelope
53194,0.5020,-8.4410,3.1300,0.4950,-0.2630,0.3410,33931,30641,2,4
53214,0.6870,-9.5350,2.5380,0.2020,-0.2200,0.4220,33910,30627,-15,225
53234,0.5630,-8.9540,2.7690,-0.3390,-0.1730,0.4470,33885,30627,12,144
53254,-0.1340,-8.1100,3.0500,-0.9900,-0.2050,0.4530,33874,30626,19,361
53275,-0.5520,-7.4040,2.9420,-1.0370,-0.2380,0.3610,33870,30631,0,0
53295,-0.7310,-6.9010,2.9680,-0.8310,-0.2460,0.2830,33877,30631,12,144
53315,-0.7510,-6.8450,3.1300,-0.6740,-0.2770,0.2280,33881,30639,11,121
53335,-0.7820,-7.3690,3.3110,-0.4950,-0.2990,0.1640,33876,30643,8,64
53355,-0.9210,-7.4300,3.4450,-0.3890,-0.2850,0.0940,33886,30649,14,196
53375,-1.2090,-7.4870,3.3210,-0.2920,-0.2790,0.0500,33884,30647,7,49
53395,-1.4070,-7.4050,3.3270,-0.1770,-0.2330,0.0010,33887,30652,2,4
53415,-1.4620,-7.5670,3.3170,-0.1520,-0.2080,-0.0280,33898,30654,1,1
53435,-1.5510,-7.7340,3.3730,-0.1590,-0.1810,-0.0790,33906,30660,15,225
53455,-1.3260,-8.3710,3.6240,-0.1540,-0.1610,-0.1690,33922,30670,10,100
53476,-0.9640,-8.9210,3.7580,-0.1230,-0.1730,-0.2650,33923,30668,-5,25
53496,-0.4790,-9.8650,3.7760,-0.1040,-0.1760,-0.3740,33920,30655,-8,64
53516,0.1780,-10.8490,3.9600,-0.1670,-0.1320,-0.5190,33914,30653,8,64
53536,0.6640,-11.6330,4.0550,-0.2380,-0.1050,-0.6520,33912,30658,0,0
53556,1.3610,-12.5320,4.2820,-0.2480,-0.0360,-0.7500,33912,30658,5,25
53576,1.8900,-12.8960,4.0920,-0.0940,0.0530,-0.8050,33910,30660,-4,16
53596,2.2520,-13.2040,3.8150,-0.0370,0.1000,-0.7880,33917,30660,9,81
53616,2.3250,-12.7240,3.2510,-0.1500,0.1230,-0.6900,33922,30660,7,49
53636,2.1920,-11.2240,2.8930,-0.2750,0.0840,-0.5140,33916,30662,6,36
53656,1.9060,-9.2660,3.0080,-0.3200,-0.0500,-0.1480,33892,30655,-5,25
53677,1.8290,-8.2460,3.2970,-0.0840,-0.1420,0.0140,33893,30652,19,361
53697,1.6900,-7.8160,3.3330,0.2000,-0.1930,0.1120,33884,30647,2,4
53717,1.3790,-7.8570,3.1220,0.3320,-0.1830,0.1450,33872,30641,6,36
53737,1.0870,-8.2010,2.7920,0.2810,-0.1010,0.0910,33861,30632,2,4
53757,0.8100,-8.3670,2.7590,0.1040,0.0260,0.0090,33836,30622,2,4
53777,0.6390,-7.9380,3.0890,-0.1050,0.1490,-0.0460,33813,30619,10,100
53797,0.4840,-7.6280,3.3630,-0.2840,0.2240,-0.0050,33799,30611,6,36
53817,0.2230,-7.2360,3.2660,-0.3980,0.2760,0.0460,33798,30611,1,1
53837,-0.0510,-7.0090,3.0890,-0.4280,0.3040,0.1020,33800,30614,9,81
53857,-0.2300,-7.0760,3.2010,-0.3950,0.2970,0.1570,33800,30619,2,4
53878,-0.3260,-7.0350,3.4320,-0.2720,0.3050,0.1430,33795,30608,5,25
53898,-0.3900,-7.0020,3.6300,-0.1400,0.3260,0.1200,33782,30608,1,1
53918,-0.3650,-7.2860,3.7450,-0.0750,0.3150,0.1550,33776,30600,-20,400
53938,-0.2770,-7.6970,3.8070,-0.1880,0.2880,0.2180,33773,30602,8,64
53958,-0.3830,-7.9640,3.6630,-0.3610,0.2370,0.2460,33773,30604,-9,81
53978,-0.4350,-8.2290,3.6080,-0.4980,0.1750,0.2690,33769,30602,14,196
53998,-0.3900,-8.5290,3.6420,-0.5390,0.1100,0.2780,33773,30604,20,400
54018,-0.3120,-8.9650,3.7300,-0.4710,0.0450,0.2780,33771,30596,3,9
54038,-0.2300,-9.5330,3.9620,-0.3730,-0.0010,0.2910,33752,30584,-3,9
54058,-0.0140,-10.7430,3.7580,-0.3660,-0.0620,0.2770,33715,30565,-15,225
54079,-0.0440,-10.9770,3.5050,-0.4580,-0.0530,0.2350,33698,30553,16,256
54099,0.0710,-10.7270,3.4310,-0.6140,-0.0540,0.2060,33671,30532,10,100
54119,-0.3280,-10.6810,3.1500,-0.8100,-0.1180,0.1600,33644,30527,-1,1
54139,-0.3320,-11.2340,3.0290,-1.0780,-0.1800,0.1050,33628,30522,0,0
54159,-0.3320,-11.6080,2.8160,-1.2210,-0.2740,-0.0020,33631,30523,18,324
54179,-0.2500,-11.5270,2.4350,-1.1700,-0.3500,-0.0720,33636,30527,1,1
54199,-0.1710,-10.8540,1.9030,-1.0050,-0.4440,-0.0290,33633,30530,2,4
54219,-0.2120,-10.2160,1.4010,-0.8090,-0.5550,0.0630,33642,30535,4,16
54239,-0.2320,-9.5010,1.2330,-0.6170,-0.6670,0.1610,33649,30539,5,25
54259,-0.2480,-8.7280,1.1500,-0.2330,-0.8370,0.2230,33651,30537,0,0
54280,-0.3210,-8.7890,1.0410,-0.0670,-0.9080,0.2600,33654,30535,14,196
54300,-0.4070,-9.0370,0.9470,0.0290,-0.9090,0.2350,33645,30529,-2,4
54320,-0.1940,-9.7520,0.9680,0.1010,-0.8040,0.1470,33621,30499,0,0
54340,-0.2310,-9.5340,1.2510,0.2610,-0.6390,-0.0080,33554,30478,-2,4
54360,0.0080,-9.8670,1.5250,0.3780,-0.4260,-0.0580,33523,30477,2,4
54380,0.0170,-9.5190,1.4470,0.3950,-0.2150,-0.1240,33551,30505,-13,169
54400,0.2240,-9.1940,1.4450,0.2730,0.0010,-0.1350,33626,30546,7,49
54420,0.2360,-8.6140,1.6320,0.0880,0.2300,-0.1310,33672,30566,2,4
54440,0.0560,-7.8120,2.2240,-0.0590,0.3950,-0.1270,33729,30610,9,81
54460,0.0900,-7.3920,2.5690,-0.2400,0.4850,-0.0300,33868,30680,6,36
54481,-0.1200,-7.2630,2.2520,-0.2440,0.4750,-0.0230,33957,30720,-19,361
54501,-0.3470,-7.7050,1.9190,-0.0600,0.3980,-0.0340,34013,30741,16,256
54521,-0.6450,-8.0590,1.6800,0.1310,0.2810,-0.1150,34037,30751,13,169
54541,-0.7510,-8.3230,1.4760,0.1660,0.1180,-0.1300,34072,30762,12,144
54561,-0.9560,-8.4260,1.1740,0.2220,-0.0400,-0.1410,34107,30772,-12,144
54581,-1.2020,-8.6550,1.0590,0.3300,-0.1440,-0.1610,34118,30745,9,81
54601,-1.3950,-9.4950,0.9070,0.2280,-0.2820,-0.1160,34041,30659,3,9
54621,-1.2870,-9.3490,1.2440,0.0620,-0.4320,-0.2480,33791,30482,20,400
54641,-0.5470,-9.6850,1.7800,0.3460,-0.4670,-0.4440,33381,30465,0,0
54661,0.0440,-11.3890,1.9810,0.7220,-0.5380,-0.5640,32813,30912,-12,144
54682,0.4370,-12.3450,1.9230,0.6310,-0.5810,-0.6360,32884,31764,10,100
54702,0.5830,-12.6010,2.1450,0.4250,-0.5720,-0.7690,33314,33107,6,36
54722,1.2390,-12.7400,2.6530,0.2080,-0.4960,-0.8890,34066,35122,9,81
54742,1.8180,-12.6340,3.2010,0.1100,-0.4260,-0.9740,34889,36631,7,49
54762,2.4130,-12.3650,3.3220,0.1230,-0.3640,-0.8860,35557,38432,3,9
54782,2.4070,-12.1360,2.4860,0.1220,-0.3100,-0.6930,35916,39809,-18,324
54802,2.3680,-10.9970,2.2050,0.1290,-0.2340,-0.5110,36072,40769,13,169
54822,2.4650,-10.0600,2.1930,0.1150,-0.1800,-0.2660,35954,41110,10,100
54842,2.3100,-8.9880,2.0460,0.0410,-0.1250,-0.0310,35797,41194,4,16
54862,2.3950,-8.3790,2.4430,-0.0520,0.0470,0.1990,35700,41062,0,0
54883,2.6050,-8.4930,3.0120,-0.1770,0.2510,0.2250,35631,40807,-3,9
54903,2.6080,-8.4280,3.2310,-0.3360,0.4850,0.2160,35568,40449,5,25
54923,2.3750,-8.3030,3.3100,-0.4700,0.7280,0.2250,35611,39802,3,9
54943,2.0030,-7.8910,3.2060,-0.5590,0.9340,0.2760,35571,38530,6,36
54963,1.4560,-7.3890,2.8050,-0.5530,1.0350,0.3500,35372,37139,0,0
54983,0.4900,-6.7770,2.1540,-0.4650,1.0550,0.3980,35201,35590,-2,4
55003,0.0910,-7.0110,2.2130,-0.4450,1.0460,0.5200,34878,33648,11,121
55023,-0.2940,-7.3370,2.5200,-0.3890,0.9170,0.6090,34256,32169,23,529
55043,-0.6570,-7.2810,2.3180,-0.2560,0.6860,0.6850,33869,31435,7,49
55064,-1.0020,-7.8580,2.2570,-0.1810,0.6350,0.7380,33797,31208,20,400
55084,-1.1830,-7.8790,2.5460,-0.2230,0.6160,0.7230,33717,30954,6,36
55104,-1.5610,-7.7570,2.6530,-0.2260,0.5450,0.6720,33625,30786,3,9
55124,-1.7870,-8.1100,2.6610,-0.1940,0.4210,0.6600,33547,30689,10,100
55144,-1.6200,-8.5170,2.6680,-0.1320,0.3160,0.6060,33431,30675,10,100
55164,-1.6880,-9.1340,2.4610,0.0030,0.2170,0.5230,33287,30689,-5,25
55184,-1.5380,-9.8280,2.2690,0.0930,0.1710,0.3900,33174,30698,13,169
55204,-0.9210,-10.7850,2.6010,0.0980,0.1310,0.2410,33103,30695,8,64
55224,-0.1980,-11.6140,2.9100,-0.0660,0.0870,0.1660,33083,30669,0,0
55244,-0.1260,-12.0800,2.5370,-0.2760,-0.0000,0.0070,33108,30591,13,169
55265,0.0370,-11.9210,2.1720,-0.3440,-0.0910,-0.1590,33157,30506,11,121
55285,0.0100,-11.4180,1.8040,-0.3920,-0.2200,-0.3450,33221,30458,6,36
55305,0.1460,-10.2000,1.9240,-0.3390,-0.2920,-0.5330,33182,30494,21,441
55325,0.5080,-9.1760,2.3140,-0.2630,-0.4050,-0.6730,33178,30492,3,9
